e86dba234c7429d9aea70c5f104dbebc;20110306;#mileyonsnl;ongoing-event
fe2dca2bdfca21e6c83567a531d6534e;20110306;Leap Year;ongoing-event
cf90d03111f55e55ff9c7b5ef079fa30;20110305;Sober Valley Lodge;meme
748089790952e9dbfb174b7ef39adf2b;20110303;Howard Davies;news
3b7dd11b6654dd5f35745285ededdbd9;20110303;Sky News;news
16d9b6e9aa11a199a23566fb23fa4106;20110304;Velez;ongoing-event
482cad8725e1cd468e108a11376c324c;20110306;Morkel;ongoing-event
f24caf7a04ab962804d9f81c1d6cccb9;20110307;Brazil♥LadyGaga;meme
2c2a88c024e8e3f65a54e07edd9f5394;20110307;#dealwithit;meme
6da1c97714473a36b5da501815b21fc4;20110301;Ban Jordan Heels;meme
e8611c0126305e7a3af7ebe8317dc699;20110301;RIP Jane Russell;news
e0836fb589d880e3bfd06a9b2065d0c0;20110303;Helau;commemorative
2a5d19e345b324d5ecfa0d8314dce0fd;20110307;Sargento Pimenta;ongoing-event
4036303a165c0d05ce47f50d90da887f;20110302;Iwata;ongoing-event
bc73552adb37da9c3174a0ce5a281367;20110303;Martha Kent;news
45d3c04cfda32e228eb9048a8bc43524;20110306;#suarez;ongoing-event
003e36ddeff1e5e0781580761d0c949c;20110302;Zandvoort;ongoing-event
5eb9dc77102c157dbe36515f5be70ce7;20110305;Sue Perkins;ongoing-event
98d681f3bba130e62c532c2b9e207190;20110307;Curtis Stone;ongoing-event
f4e41a7e91e582875aafbd19346c8091;20110302;Antonio Nunes;ongoing-event
107530150c943610b908a4c82168133d;20110303;Haley Reinhart;ongoing-event
8b0fce622128e48175cc8da44e321fd5;20110307;#dhsmemories;meme
944dc4d8f735381b050ff508f05bd033;20110306;Nick Swardson;ongoing-event
104f243e59b422cdd40636cb013a5648;20110307;Solabarrieta;ongoing-event
d096f61e1485abef5a8b7ec2b3b9098b;20110302;Unemployed Winner;meme
3e6e5773a7d145a8ca7bb8e7498bb67e;20110302;Luther Vandross;ongoing-event
09df3cd1a19dab8aeef6e4af7036e2c2;20110307;Dionne Warwick;ongoing-event
f33fd698ded4501486a20b483b78dfb0;20110305;Azkaban;ongoing-event
bbb0fa49b525c4264f4ad7a06adc3e07;20110301;Welsh;commemorative
e903afcfcba0ecf0c11d9f161da32064;20110301;Kräfte;news
69e1f13b42d27cb8295607514ba90ed1;20110304;Jordan Taylor;ongoing-event
f16d7d286911170b8e397ce15b544735;20110305;Viktor & Rolf;ongoing-event
ef0ace4a7e0fc3468c419fe236d43985;20110307;Kate Ellis;ongoing-event
e8e563d200d1d5f071cdaa1f78e4e4ed;20110301;Verteidigungsminister;news
e1b11107ce6b330d3633f386acd6cd9f;20110306;Bulls-Heat;ongoing-event
b40b199c45f2095aeb8c26bcf2d9b35b;20110305;Mark Martin;ongoing-event
348b921ddaaedfe9c3cd8e0d64906c45;20110304;Smokie Norful;ongoing-event
d0876904ae9e67d18f8f65ac39aa039d;20110303;Conmebol;news
7ffddca93ba60d3f90435397ec93e816;20110305;Kindergarten Cop;ongoing-event
174a1ccbb9936026ad3ddb6a997ee215;20110304;Agent Zero;ongoing-event
2fa9e37a34712ade4b0d917009b3bcb7;20110305;Samardo Samuels;ongoing-event
7c91a36da9dedbf3ff1914f7d1668600;20110305;Lina Ron;news
c973e3274cf99ff661573e7eb33f483e;20110302;Jameer Nelson;ongoing-event
cd13f4e6921f58002958a760278a768d;20110305;#tgc_love;ongoing-event
c9ef0f175f7516b9d6a49f78086219b2;20110301;LibertadPreview;meme
90d127641ffe2a600891cd2e3992685b;20110303;Poltergeist;ongoing-event
bdeb3df1cb0ae0b3f4748e34e2bc7488;20110302;Jackie Stewart;news
6d03fafccc6e231a3465246525f690be;20110305;Pérola Negra;ongoing-event
75819bdd9316c6843d69f713ad1244ec;20110301;Janna Levin;ongoing-event
95780dfbc8f0db2c7156f2d6ca78529a;20110306;#lasmejoresdelrock;meme
d3d8d213fb1fbd178f1c9c4aea35cbc6;20110303;Tirol;ongoing-event
b57a7bb84410be95aa1ada60cf8e0273;20110301;Hitler;news
2d17c1d3a6d90056244caae9277c4639;20110306;Always Say Always;ongoing-event
d68375d43c75d7413c27ced2682b2b57;20110306;HIGNFY;ongoing-event
8e6657875557966dc0a045c1499ffafc;20110307;Beth Carvalho;ongoing-event
1b553b0d88b789a05c5f1923aaa53dce;20110306;RIP Deano;meme
4b7da4edf137ebf2603ddae88feb6b09;20110307;Alejandra Guzman;ongoing-event
fe09f84de1551467c073e521aff0c037;20110302;Hours Scam Spreading;meme
f3f1daf3014387ec9f6937d5a677a2f2;20110304;Edgar Jimenez;ongoing-event
72781007c1d62ff428c03b3def3fcf52;20110304;#antofagastasinagua;meme
bd78a0a043b249579f68d9c2d2d8f00e;20110303;#ajarkc;ongoing-event
df5b0e930dff7cf25a68355ccd5caa48;20110305;Judge Mathis;ongoing-event
29ab2ac6ca7cbf7f09092199e79e9beb;20110303;David Cook;news
62d516712cf38372895e25246d92adb1;20110307;André Marques;ongoing-event
32699a4411ff96c246803279828b90b7;20110303;UNLIMITED ACC;meme
85ab1ecf7a66021cf54872dfca76ba19;20110305;Expecto Patronum;meme
1a03f6197b39b5e69b0b3b3844d576b4;20110302;Jon Bon Jovi;commemorative
d27063aaa5701c5a0de9005001935ae8;20110302;Traki;news
5388d0f71ede4f967ed09be94d35b5ad;20110305;DrinkMyTearsTonight;meme
b1e51ad5a49710f0e46394a8fc2fd72d;20110304;Pureblood;meme
050feefcdd7d85023c61753474848a48;20110307;Rosenmontag;meme
5ea7f231296949070013bc43715aae01;20110303;CVC;news
66ba9cd4cf833b55fc595326023c83e1;20110304;Lanvin;ongoing-event
70180999651f0c5589bcb3abcb2f825d;20110304;Capdeville;ongoing-event
85bfd9d7fcbe64ae7ab810a2592f5c0f;20110306;STREET DRUM PROJECT;meme
eba520fa2a1f739c32826eaafbfbc24e;20110302;#dreamschool;ongoing-event
b4a22b05fed10438e48080409f4d6fff;20110305;RestartNaVaiVai;ongoing-event
96f2bbf734c80bea3ed6c4caa95b0c8c;20110304;#ci;ongoing-event
b8d179b525bebbd043a8ec54d587c77a;20110301;Ruben Gonzalez;news
a3e8f2e694c347b7be73608c9de9e117;20110302;Dockrell;ongoing-event
6ca10e9e583be137fdb88cbeb2c3b9c6;20110307;Sapucaí;ongoing-event
b19841e8995751d310de279f43c8c56a;20110307;Pac Div;meme
93c54150d02e0266c82df78fa71e32c3;20110305;Tokyo Girls Collection;ongoing-event
261410abf566961623ed083f447e8649;20110307;Kenny Anderson;ongoing-event
beb8e263aebf10b7c61905cef18ce47a;20110307;#tigerbloodintern;meme
ad5c50c005d89c821934ca8ee9d868e1;20110301;Rücktritt;news
ab5c3bc2b1226d463dcf874db3c5ef7c;20110305;Tony Parker;ongoing-event
e2d28dde9080af00b6d37550fb6c2d6a;20110306;Neil Tennant;ongoing-event
429f2a1f2b13ae2d1c56c5ee95393917;20110301;Marie Drucker;ongoing-event
c6b3777df67608c6c53993ef6db51da2;20110301;Ämtern;news
60826bd6ff37e8bfc4baabb282ed839f;20110307;#minombrees;ongoing-event
587da4f8ef6a1d0aae716922a7bd325a;20110306;Jermaine Defoe;ongoing-event
abeffe43f083c23a16fa74802b848cdb;20110305;Adriana Bombom;ongoing-event
55990b8561be0fca8a69059222af7b86;20110307;Mangueira;ongoing-event
08f469c8cf5ff4ff3ce116ea1e6e21e7;20110305;Hour Panel People;ongoing-event
30ee954d4844c974e5766a052b4ed971;20110306;#canelo;ongoing-event
635c48b51423cfb5b77c0f39cc150da7;20110303;Ahmed Shafiq;news
ef783f484f403373464b8b9727913dca;20110305;Bonner;ongoing-event
f457e7d92353669311b1da7da66926db;20110302;Drica Moraes;ongoing-event
cfcaa3fd682cb78b08f52cc52c86a95d;20110301;Welly;news
a04dc373ce870ac1817ed5a0cc6e65cf;20110306;Saffers;ongoing-event
f2d205904b535469e2c4b82e5df538c0;20110307;Warner Bros;news
36ca01bb65ebbd432ef7beac1a1433f1;20110307;#unidosdatijuca;ongoing-event
0b619331b9555fdab3e98dcc2e8d8bd4;20110303;Zilu;ongoing-event
dc87f535fae5a42b433229589e2e8afd;20110307;Digitalに譲渡;news
e15130d2eabf454dcc288e62c3c4d4b8;20110307;Evelyn;ongoing-event
5009aa6bde34d14de23dab162e1b2191;20110306;Baby Spanx;ongoing-event
4ab3a6ee9b9c2095d2df76b8c1434d72;20110305;Dateline NBC;ongoing-event
080cfc4cb7e0843944b712dbd1ab09f3;20110307;Silvia Pinal;ongoing-event
81cd2b6ce2c67a9553e9aff42e1d391c;20110306;Andre Dawkins;ongoing-event
ef417ddbe3083403b38a8a7cf66d0824;20110302;#chooseyourvice;meme
3f2abdb52f2816d0a3ba16f87f4985af;20110306;Broner;ongoing-event
7cb1c84b727dd911f1639382bc37de78;20110301;Vernon Gholston;news
ae01ebf13913be8a16e0ac5e0042ccb6;20110302;Wendy Williams;ongoing-event
4a4de7aa4553a1bd4fea73042d479f6b;20110301;Robot Chicken;ongoing-event
76d5e926b0d827663e391aa0450cbb2f;20110302;Muhammad Yunus;news
028db87a956b0efdcf486a8f37a2557b;20110302;South China;ongoing-event
98a224692867a5b4f719a8a64e33a942;20110306;#kuyt;ongoing-event
bcb5ae19f0895e2c2ea02167f223b512;20110303;Footbar;news
8f53e4727d467cf399ec81e7e8a90597;20110307;Richard Hatch;ongoing-event
775b155d67e204aa38e8a3b7ec9dac6b;20110301;#dwts;ongoing-event
ebfb692262c759c4c081824706045c4e;20110307;Jim Jones;ongoing-event
91ba8c759bd515e4b0dded1aa91b1f1a;20110304;Kurt Angle;ongoing-event
3898f1ceb6fdd56f963db7f9326130e4;20110303;IBGE;news
fe3e9fc7a63006e67e3cc12fdc2bc7e5;20110303;Fito Paez;ongoing-event
c2dce41bd67f6b3aa0b623d24320b858;20110307;Alan Jara;news
8dab3b94c1d785114ebec2c4cde1637b;20110301;Calogero;ongoing-event
70df1b2141fbc0c16248923bf46a58d2;20110303;Kendra Chantelle;ongoing-event
0deba0a2de3fbea0fad3c384353ecd7c;20110303;Matsoe Matsoe;ongoing-event
2e3b5ddd3cfc646788931feba0e8ee2b;20110306;Catherine Tate;ongoing-event
3ea06b51b10137ff8ee887225b3c7f07;20110306;Derek Rose;ongoing-event
17aee153dd984e648d8f8d43190f7463;20110307;Daniel Tosh;ongoing-event
36d658775394d346d943246249bc761c;20110301;IHOP;meme
ace0f404c32bff9ec6a8669df6a3c854;20110301;DWTS;ongoing-event
9b5ff8a3f9652462677d4ffe8dbc5a67;20110304;Java Jazz Festival;ongoing-event
cb88729db5f25b66dc912a770000bfed;20110302;Ajdabiya;news
57c40a4f65453ebf63a345eacf08801f;20110306;Percy Miller;meme
a4194d953ad68dc790c8d30e85b14261;20110302;Jesé;news
b4a91082b61e2d48d79aaabaaa369a40;20110303;Duminy;ongoing-event
23c253b43cbd46f193343457fc7b9494;20110302;Mooney;ongoing-event
4a6695b2291c53b77cddc859d90c472b;20110305;Macaé;ongoing-event
49d542c3506987828d848afd366abdd6;20110305;Mancha Verde;meme
5ebce2d7992f6839d3386431416121ff;20110307;#bienvenidos;ongoing-event
6e77a084eef7593c4a4844f58766b777;20110302;Kanti Adele;meme
02a6571d75e06298c8fb794f4a4eb707;20110307;Mike DeStefano;news
dea542c4aa400554b36507c6947040c2;20110301;#devassa;meme
932d897313f265a2f7e3ded18d038c29;20110305;Scary Movie;ongoing-event
fd3293b7aff8544d0c69c27cf2ab5da9;20110305;TheWorld♥Biebs;meme
752bfa88b37405d87b55de7756d4eed8;20110306;Congrats Liverpool;ongoing-event
df426f65b479133dd9f60fa0cc8a2bf5;20110302;David Christian;ongoing-event
dafe07abd9c668469dca1a1d7bf6908a;20110301;Marcus Thornton;ongoing-event
36518922e6fbf9842cd3b4b283e98af0;20110304;André Lima;ongoing-event
36bc0b789e5293a466f1f3e6fd36e600;20110303;Old Firm;news
6333d162797660190ea43edc1e406617;20110301;Frank Rich;news
9a4b2ca5e5e063f07eef95723b1e42a4;20110304;DarkSide;meme
67dac31eaa5d07ed90fb9a326845fc28;20110303;Mike Patrick;ongoing-event
3a9a45d2c8cebf301a9b7325d7275b4c;20110304;Shaniqua;meme
8e2f0ea7a0119e24f611dad8e137d2d8;20110306;Mason Plumlee;ongoing-event
1b771dbe12b5ea2c9efbb9f48cc89e9c;20110303;Padma;ongoing-event
0d9645e47c85c22428afc4346c1be594;20110305;Dream High Concert;ongoing-event
caf8fdcd76409cd73718b63da6f85ce8;20110304;Jong Ajax;news
73f892e30132396e4b588c508ecef00f;20110304;Alfonso Herrera;meme
fc28b52ecac9112ed5a716638af66cd0;20110302;Cusack;ongoing-event
f79a5c3edeb21e73c4ac870f2fc07088;20110303;Balaji Rao;ongoing-event
74c6fd90a7982e6355a312a81e6c16d9;20110305;Stacey Dash;meme
b148037e917d00ce6092dede4f4db912;20110302;#mclobster;news
083b78b643ed8ee8b3dd55a5f3560828;20110302;Romênia;news
cdd2fe649e1f8497d1faf5b96a56c0e2;20110302;Lovebox;news
01901b07f92e9c67ce8c3bde06b23e79;20110303;Blade Runner;news
6bb24920e948d6707362a47b7e7ce2c1;20110302;Clint;ongoing-event
f0c75aab66316dfb8244cd989112e761;20110304;Shane Roller;ongoing-event
c21bd0a3db7a0b7cbc7c185b0aef0d00;20110307;Server Attention Span;meme
9b6e5b2dc0e32729ab77d925ad1aaf66;20110307;Mike Carlton;ongoing-event
b89223dd51b22a5ff1fd350386729df3;20110306;Rita Skeeter;commemorative
ce9d16ab38cd29f78f0ad758da35d698;20110302;Mamonas Assassinas;commemorative
08eb61cc56179c58c73de9b1d2144eb0;20110303;iDoor;meme
14294592770f96b655186aa27688d80a;20110301;Worst Twitkon EVER;meme
86b4b0c5b935302a7fb6c0ddfef41d2c;20110305;Tatyana Ali;news
e013eff7b282cdb226222534447ec040;20110305;Adjustment Bureau;meme
4dfd5875ee7dcdfc74edb3205026c862;20110305;#24pp;ongoing-event
8da24dd7c1727821312a00e8a654a6ef;20110307;OrgulhoNXZERO;meme
a78b273541c4a9f60438d7ac996b763f;20110301;Welshies;commemorative
774ac5601920d0d2090829a480e3da83;20110301;David Brooks;ongoing-event
8cbaa1179b457909d4539df09aa39f7a;20110301;#hongstarday;commemorative
e9501585375f9bce8e0b392ed8557c64;20110307;#manlawmonday;meme
6342ed65ee34f935b93b0bd4bc385dcc;20110304;Tim Knol;ongoing-event
7763af8ca9ffd091dd6fa2395d456bf2;20110303;Bobby Ryan;ongoing-event
e63b5dc0067d70e3df987d1d2af08c6e;20110301;Kirstie Alley;ongoing-event
ad6eb99dd729136d560cb9a0e2af0434;20110301;#diadelalbur;meme
4be47e27ad31cb89cc320d136b787548;20110307;Pedra Filosofal;ongoing-event
e0e9f295675cf4f4d18ef9766ffe6d0e;20110303;Botafogo;ongoing-event
ff1c9209e916f8b9b58cfa10d135ab8b;20110301;Jensen Ackles;commemorative
b1a9e5314b4983116bbb2163cd7d67f6;20110304;Shutter Island;ongoing-event
c566402a2cb1b9109155d19805cc87ed;20110303;#planbetter;meme
40e3aeb6b4ad008d4fece1a2d5f70352;20110304;Andrei Kirilenko;ongoing-event
c94610e0b1e4d30dc596dc289b49f4ac;20110303;BSkyB;news
a816b9ff7f23770dad571898bae20f6b;20110306;Tarapaca;news
3783b0c6077158004f9a7d653e512141;20110302;Ferry Mingelen;ongoing-event
68af6023fba8f0a9cd8368e3059a59ad;20110304;Frying Nemo;meme
10f7ce06d8cf826ef9fca384276ef709;20110305;Rango;meme
534aa1e5dbeaf40911f7e62342654ba5;20110301;Rita Verdonk;ongoing-event
eb54d4341ece8f92c6adeb23d87d8b2e;20110306;Ryan Kelly;ongoing-event
611ceb9a50616ff80a496d492f71c73d;20110304;Joe Stevenson;news
c49e292fd328f556e0f3f9e13cadf771;20110305;Macaé 3x1 Vasco;ongoing-event
542a7f5ce6ac8718d77dc6d8e069673e;20110307;#bootyappreciationday;commemorative
908c6317575d206204283528ef3c018a;20110307;Eroski Málaga;meme
ea107a01d41d959ed722062b8471b32b;20110301;Patrick Peterson;ongoing-event
39200665020624c8e93a1154801a8302;20110304;Blaenau Gwent;news
bcde9ef678dcd8cd3ff3357de9b89e95;20110301;Lila Morillo;ongoing-event
56ba8a169ea117894f63411c28dc11ee;20110306;Coenen;ongoing-event
7f8e16d588b1543bb5e42bcac894d926;20110304;Margaret Beckett;ongoing-event
c63c504bf7f1922443cfa010a86578ac;20110301;Geonet;news
c2ba948c691aa87507ea916681bfe5cc;20110305;Loretta Devine;ongoing-event
3d1db0252a02527901028672972e63fb;20110305;ZX81;commemorative
9b6d33dbe333b3e810cdd2748e967fc9;20110305;MAIN FANDOM;meme
965c437604ad88277658a05c993cee8c;20110304;Anna Simon;ongoing-event
2f8ff49d451e01962c82399e45b2ddfc;20110307;#smafavoritku;meme
fa087110b6261f1ad11bb623593723fa;20110304;Eldar Rønning;news
7d117c7d210bc817fb5fb4b24b472a05;20110302;Marsha Ambrosius;news
254c925b8eab5d7452fe90661acfb062;20110304;Mijares;news
c299289e82d93acedded55b2a5da7716;20110302;Stop Rupert Murdoch;meme
0d665d1ee29f87a97a83e7690bf856fc;20110306;Viradouro;ongoing-event
267d88fb2b48db5b320701fd07b011f2;20110305;Lady Hee Hee;ongoing-event
3b7580b7a0b432cc657646212234e83b;20110305;NAACP Image Awards;ongoing-event
4fa81a9abb609d64f5835ecd769675e7;20110303;RKC;ongoing-event
24d6bb041cf6148a31851650b7ccc8e6;20110301;Asignación Universal;news
a0fed8c8516e2fb2028a421a2b697d3d;20110302;iMovie;news
8f217e3ad42c5e244fdc0d94e8db03d6;20110306;Régis Rösing;news
37b54769ec09f5f1f307db798e3f95de;20110302;Johnny Curtis;ongoing-event
0ce00ec009ba2875f139ad1978dc5bbb;20110302;Robbie Rosen;ongoing-event
026ab72f6d6042233ee6c1662237edcd;20110302;GarageBand;news
25769d22adad870b0dd81b30e5062186;20110304;Gublersoup;meme
f9fdac3aef75649fbd0f9326491bec2e;20110303;Zezé;ongoing-event
dca524e51087c628cef0b119be07b44e;20110301;Gentlemen Prefer Blondes;news
21ede24ed5a905238688922e8dd9c061;20110301;Galliano;news
96435c2ac10bab5677ce59ce5b1fdf41;20110302;Vlieland;news
7b3752dc73e011ef78ed071226e03401;20110302;Guldspaden;news
ca498964d6f7d920f2a858dea1e003f1;20110302;David Starkey;ongoing-event
c7d6faf13aab0a4003ea5f4cb0f13cae;20110304;AENA;news
b2859734bb4403bebf067c28f2539203;20110305;#ss3shanghai;ongoing-event
b02a59997744bdaa15cc5f22774287ab;20110306;Angry Birds Game Coming;news
c22c015a9b17ec5c8156c65a44314551;20110303;Diane Lane;news
9a1d3fae18a9c019a18c6dbb458160fe;20110302;Brandon Davies;news
ddb5e6ba78ee7be83484c50de06d6a22;20110307;Daniel Craig;meme
da83423096c2781e465b6ec6bf4dfa7f;20110306;Pandev;ongoing-event
c5ed652eec7828e86f1569d77fe63524;20110305;Kimberly Elise;ongoing-event
7bce56301b5b1c2ca87b88f7e3af73e2;20110306;VivoPeloCine;meme
6fcc77f3c8138561947db3ae1af7152c;20110304;Silent Library;ongoing-event
1569f8f32be7ae04898403c550b47b82;20110304;Messina;news
23ad1d1220401766daa9bd085fd0dd4d;20110303;Hello Jakarta;meme
a20848de88e05f844e1093bac6053cd0;20110303;Sirhan Sirhan;news
505de34b5e21d260b268e13d68b50f2c;20110301;Zhirkov;ongoing-event
0beee671d1c2c14a152e5dbd6e143dff;20110306;Mario Covas;commemorative
dc81952301ed30d02d49b9ba00bd74f3;20110307;Mumford & Sons;meme
8f1e654b629cce8506ffec13c3aa2f26;20110301;Devassa;news
b0c25b57b1e7376b939b986707e7aa40;20110305;ΙΦΘ;meme
58950f8881e8485753fbfed01927a5eb;20110303;Sudamérica;news
3c38b4d825b2691d0244f8d01bf4ad6e;20110304;Classic Fail;meme
7a559781c9e448117d62037eb6ccfd7f;20110302;Satoru Iwata;ongoing-event
d0bd6a3fe3478c8d61610095786e01d2;20110302;iTunes Home Sharing;news
